Date,Quote Currency,AUD,BDT,BGN,BRL,BYN,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HRK,HUF,I44,IDR,ILS,INR,ISK,JPY,KRW,MMK,MXN,MYR,NZD,PHP,PKR,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,TWI,USD,XDR,ZAR,VND
2000-08-08,NOK,5.2646,,,,,6.0337,525.68,,22.975,108.81,8.1165,13.537,1.1504,,3.114,104.27,0.105,,,11.16,8.2653,0.804,,,2.366,4.0766,20.158,,2.05,,,97.16,5.1969,21.855,,28.894,108.65,8.9715,11.7441,,
2000-08-09,NOK,5.2035,,,,,6.0422,522.37,,22.855,108.18,8.067,13.494000000000002,1.1527,,3.095,103.97,0.104,,,11.19,8.3328,0.8065,,,2.3566,4.063,19.979,,2.059,,,97.05,5.218999999999999,21.952,,28.954,108.31,8.9903,11.7523,,
2000-08-10,NOK,5.189,,,,,6.0387,523.46,,22.914,108.44,8.087,13.438,1.1481,,3.1010000000000004,103.91,0.105,,,11.21,8.2579,0.8035,,,2.3399,4.038,19.847,,2.052,,,97.09,5.2174,21.934,,28.84,108.31,8.9547,11.7215,,
2000-08-11,NOK,5.171,,,,,5.9945,522.79,,23.003,108.83,8.1195,13.396,1.14,,3.114,103.98,0.108,,,11.15,8.1759,0.7971,,,2.3568,4.0219,19.99,,2.052,,,97.09,5.1885,21.806,,28.631,108.36,8.8913,11.6632,,
2000-08-14,NOK,5.1814,,,,,6.0386,519.27,,22.881,108.18,8.07,13.486,1.1482,,3.094,103.81,0.108,,,11.17,8.1862,0.8021,,,2.3419,4.007,19.886,,2.053,,,97.15,5.2139,22.018,,28.806,108.2,8.9557,11.7048,,
2000-08-15,NOK,5.1989,,,,,5.982,520.43,,22.947,108.76,8.113999999999999,13.392,1.1409,,3.111,103.9,0.107,,,11.17,8.1319,0.7973,,,2.3494,3.9982,19.914,,2.047,,,97.23,5.1728,21.75,,28.66,108.31,8.8989,11.661,,
2000-08-16,NOK,5.2431,,,,,6.0256,519.5,,22.89,108.58,8.099,13.382,1.1446,,3.104,103.73,0.106,,,11.17,8.2265,0.8006,,,2.3293,4.0062,19.735,,2.055,,,96.51,5.2003,21.911,,28.733,108.15,8.9275,11.6922,,
2000-08-17,NOK,5.2359,,,,,5.9904,517.63,,22.834,108.45,8.09,13.271,1.1349,,3.1010000000000004,103.32,0.106,,,11.11,8.1618,0.7942,,,2.3243,3.9923,19.714,,2.052,,,95.99,5.1545,21.676,,28.506,107.72,8.8512,11.6078,,
2000-08-18,NOK,5.2303,,,,,5.9853,516.0,,22.765,108.11,8.061,13.217,1.1325,,3.089,103.12,0.107,,,11.06,8.107999999999999,0.7921,,,2.346,3.9802,19.854,,2.046,,,96.02,5.1354,21.528,,28.435,107.41,8.832,11.572,,
2000-08-21,NOK,5.252000000000002,,,,,6.0532,515.68,,22.681,107.86,8.0435,13.293,1.1431,,3.082,103.26,0.109,,,11.1,8.2388,0.7999,,,2.3596,4.0197,20.002,,2.0580000000000003,,,95.62,5.1974,21.82,,28.71,107.47,8.9144,11.6573,,
2000-08-22,NOK,5.2476,,,,,6.0642,515.34,,22.71,107.85,8.0435,13.321,1.1496,,3.082,103.5,0.111,,,11.16,8.2693,0.8048,,,2.3765,4.0033,20.119,,2.07,,,95.95,5.2224,21.976,,28.901,107.66,8.9651,11.7001,,
2000-08-23,NOK,5.1424,,,,,6.0833,518.68,,22.79,107.99,8.0525,13.361,1.1576,,3.085,103.8,0.108,,,11.19,8.4143,0.81,,,2.3659,3.8873,20.044,,2.0780000000000003,,,96.37,5.2511,22.156,,29.109,108.04,9.0295,11.7883,,
2000-08-24,NOK,5.1464,,,,,6.0572,523.05,,22.908,108.63,8.1015,13.31,1.1525,,3.103,104.03,0.107,,,11.18,8.3832,0.8069,,,2.3617,3.9083,19.95,,2.059,,,96.86,5.218999999999999,21.913,,28.99,108.36,8.9897,11.7574,,
2000-08-25,NOK,5.1462,,,,,6.0591,523.88,,22.9,108.54,8.0955,13.224,1.1505,,3.1,103.86,0.108,,,11.2,8.3796,0.8055,,,2.3592,3.903,19.953,,2.047,,,96.61,5.2128,21.955,,28.916,108.15,8.9741,11.741,,
2000-08-28,NOK,5.1322,,,,,6.0388,523.06,,22.859,108.29,8.0745,13.194,1.1493,,3.091,103.61,0.11,,,11.16,8.4215,0.8063,,,2.3694,3.9113,20.03,,2.048,,,95.81,5.2151,21.98,,28.904,107.82,8.9647,11.7347,,
2000-08-29,NOK,5.1476,,,,,6.0743,522.53,,22.84,108.25,8.0715,13.148,1.1543,,3.09,103.62,0.108,,,11.14,8.4571,0.8109999999999999,,,2.3843,3.8712,20.133,,2.061,,,95.47,5.2307,21.981,,29.015,107.76,9.0033,11.7742,,
2000-08-30,NOK,5.1720000000000015,,,,,6.1055,521.31,,22.829,108.27,8.0715,13.129,1.1616,,3.09,103.77,0.109,,,11.19,8.5142,0.8173,,,2.386,3.8623,20.148,,2.0580000000000003,,,95.68,5.2583,22.106,,29.193,107.89,9.0599,11.7974,,
2000-08-31,NOK,5.1936,,,,,6.1445,521.0,,22.829,108.29,8.0745,13.168,1.1625,,3.089,103.9,0.11,,,11.19,8.5201,0.8177,,,2.3864,3.8818,20.129,,2.067,,,95.94,5.2695,22.208,,29.199,108.02,9.0664,11.8298,,
2000-09-01,NOK,5.1967,,,,,6.1613,520.81,,22.862,108.24,8.0725,13.158,1.1627,,3.089,103.88,0.109,,,11.2,8.517999999999999,0.8202,,,2.3631,3.8477,19.906,,2.062,,,96.34,5.2662,22.147,,29.215,108.09,9.0682,11.813,,
2000-09-04,NOK,5.1698,,,,,6.0969,520.31,,22.85,108.33,8.0815,13.132,1.1514,,3.09,103.82,0.11,,,11.14,8.4961,0.8131,,,2.3914,3.8581,20.08,,2.056,,,96.27,5.2125,21.829,,28.905,107.98,8.9794,11.7597,,
2000-09-05,NOK,5.1960000000000015,,,,,6.1591,521.24,,22.861,108.23,8.074,13.184,1.1651,,3.0860000000000003,104.09,0.11,,,11.18,8.5729,0.8221,,,2.4029,3.8821,20.046,,2.086,,,96.38,5.2592,22.046,,29.24,108.2,9.0862,11.8331,,
2000-09-06,NOK,5.1596,,,,,6.1783,520.06,,22.801,107.91,8.0515,13.227,1.1708,,3.075,104.05,0.111,,,11.16,8.6325,0.8246,,,2.4316,3.8924,20.327,,2.094,,,95.73,5.2793,22.106,,29.373,108.03,9.1308,11.8841,,
2000-09-07,NOK,5.1217,,,,,6.2266,518.2,,22.721,107.46,8.0155,13.255,1.1846,,3.0610000000000004,104.11,0.11,,,11.15,8.788,0.8319,,,2.4219,3.8249,20.225,,2.095,,,95.99,5.3358,22.313,,29.759,108.08,9.2387,11.9753,,
2000-09-08,NOK,5.1489,,,,,6.2391,518.95,,22.754,107.78,8.0385,13.126,1.18,,3.069,104.17,0.1119999999999999,,,11.14,8.7138,0.8301,,,2.4528,3.8738,20.507,,2.08,,,96.09,5.2989,22.151,,29.638,108.05,9.2026,11.9285,,
2000-09-11,NOK,5.2036,,,,,6.3102,524.51,,22.75,107.56,8.024,13.202,1.1952,,3.064,104.28,0.109,,,11.17,8.7838,0.8404,,,2.438,3.9401,20.374,,2.106,,,95.77,5.3629,22.505,,29.974,108.16,9.3205,12.0129,,
2000-09-12,NOK,5.1724,,,,,6.2583,524.38,,22.567,106.9,7.98,12.986,1.188,,3.048,103.62,0.108,,,11.09,8.7165,0.8353,,,2.446,3.9761,20.387,,2.0780000000000003,,,95.14,5.3179,22.29300000000001,,29.826,107.37,9.264,11.935,,
2000-09-13,NOK,5.1518,,,,,6.2835,526.2,,22.616,107.74,8.0435,13.095999999999998,1.1919,,3.075,104.12,0.105,,,11.13,8.6648,0.8377,,,2.4344,3.9191,20.262,,2.062,,,95.56,5.3279,22.335,,29.925,108.01,9.2945,11.9747,,
2000-09-14,NOK,5.1099,,,,,6.206,526.73,,22.691,107.7,8.0405,13.11,1.1861,,3.071,104.06,0.108,,,11.11,8.6318,0.8294,,,2.4493,3.8749,20.415,,2.061,,,95.56,5.3174,22.152,,29.76,107.91,9.2494,11.934,,
2000-09-15,NOK,5.1201,,,,,6.2567,524.81,,22.564,107.38,8.017999999999999,13.091,1.1937,,3.062,104.06,0.108,,,11.11,8.655,0.8311,,,2.4668,3.9027,20.576,,2.0780000000000003,,,95.55,5.3364,22.199,,29.878,107.81,9.307,11.9737,,
2000-09-18,NOK,5.0924,,,,,6.313,524.52,,22.404,107.0,7.991,13.109000000000002,1.2023,,3.048,103.96,0.108,,,11.09,8.7717,0.8284,,,2.4667,3.8769,20.487,,2.051,,,95.21,5.3642,22.17,,29.954,107.67,9.3725,12.0353,,
2000-09-19,NOK,5.0874,,,,,6.303999999999999,526.68,,22.552,107.21,8.0055,13.158,1.202,,3.051,104.15,0.108,,,11.06,8.7674,0.8320000000000001,,,2.4735,3.8762,20.499,,2.031,,,95.55,5.3699,22.156,,30.013,107.9,9.373,12.0319,,
2000-09-20,NOK,5.092,,,,,6.3483,526.78,,22.481,106.69,7.9665,13.302,1.2053,,3.037,104.01,0.107,,,11.06,8.8223,0.8343,,,2.4675,3.8597,20.422,,2.045,,,95.15,5.3846,22.024,,30.086,107.75,9.3989,12.0592,,
2000-09-21,NOK,5.0582,,,,,6.3073,529.27,,22.521,107.1,7.992000000000001,13.311,1.2022,,3.0410000000000004,103.88,0.103,,,11.08,8.8095,0.8319,,,2.3785,3.7784,19.69,,2.037,,,95.32,5.3713,21.996,,30.022,107.94,9.3759,12.055,,
2000-09-22,NOK,5.0373,,,,,6.0633,524.51,,22.549,107.68,8.0345,13.252,1.159,,3.054,103.39,0.105,,,10.91,8.3911,0.7966,,,2.4088,3.7574,19.919,,1.989,,,95.33,5.1749,21.126,,28.939,107.46,9.0377,11.7168,,
2000-09-25,NOK,4.9894,,,,,6.1491,527.36,,22.604,107.6,8.027000000000001,13.316,1.1737,,3.052,103.62,0.104,,,10.99,8.5059,0.8136,,,2.4106,3.7687,19.87,,2.014,,,94.96,5.2399,21.458,,29.298,107.64,9.1528,11.8756,,
2000-09-26,NOK,5.0159,,,,,6.1567,528.15,,22.628,107.49,8.0215,13.307,1.1746,,3.047,103.5,0.104,,,10.99,8.5381,0.8190000000000001,,,2.3891,3.7686,19.692,,2.001,,,94.71,5.2583,21.719,,29.331,107.58,9.1601,11.8851,,
2000-09-27,NOK,4.9808,,,,,6.0912,527.34,,22.69400000000001,107.75,8.044,13.307,1.1642,,3.053,103.41,0.103,,,11.0,8.4239,0.8152,,,2.3875,3.7578,19.658,,1.995,,,94.54,5.2098,21.519,,29.068,107.52,9.078,11.7971,,
2000-09-28,NOK,4.9851,,,,,6.0513,525.17,,22.581,107.33,8.0125,13.299,1.1634,,3.036,103.17,0.104,,,10.94,8.436,0.8131,,,2.4096,3.7786,19.84,,2.003,,,93.99,5.2009,21.349,,29.04,107.17,9.0721,11.7935,,
2000-09-29,NOK,4.9601,,,,,6.0808,526.61,,22.575,107.62,8.0255,13.45,1.1743,,3.043,103.52,0.104,,,11.01,8.4541,0.8211,,,2.4047,3.7311,19.821,,2.015,,,94.12,5.2578,21.695,,29.31,107.56,9.1563,11.8839,,
2000-10-02,NOK,4.9651,,412.42,,,6.0771,527.86,,22.591,107.89,8.043,13.425,1.1789,,3.048,103.63,0.105,,,11.02,8.4229,0.8173,,,2.4129,3.7058,19.85,,2.02,,,94.32,5.251,21.635,,29.25,107.66,9.1377,11.861,1.265,
2000-10-03,NOK,4.9672,,410.8,,,6.0812,529.63,,22.465,107.8,8.0345,13.377,1.1761,,3.052,103.59,0.105,,,11.0,8.4449,0.8194,,,2.4221,3.6915,19.866,,2.008,,,94.14,5.2589,21.642,,29.34,107.56,9.1687,11.87,1.2669,
2000-10-04,NOK,4.9407,,410.82,,,6.1345,530.19,,22.53,107.85,8.035,13.385,1.1809,,3.053,103.54,0.104,,,11.02,8.4304,0.8221,,,2.4107,3.7053,19.741,,2.019,,,93.73,5.2578,21.567,,29.452,107.53,9.2039,11.8966,1.27,
2000-10-05,NOK,4.9359,,412.78,,,6.122000000000001,528.5,,22.564,107.98,8.048,13.353,1.175,,3.062,103.61,0.105,,,10.99,8.3877,0.8186,,,2.4299,3.7011,19.92,,2.014,,,93.96,5.2372,21.561,,29.312,107.55,9.16,11.8268,1.2693,
2000-10-06,NOK,4.9273,,412.65,,,6.1826,526.85,,22.549,107.83,8.0355,13.361,1.1844,,3.0610000000000004,103.76,0.105,,,10.99,8.4745,0.8273,,,2.4349,3.7165,20.023,,2.025,,,94.22,5.2813,21.753,,29.498,107.68,9.233,11.9204,1.2677,
2000-10-09,NOK,4.9432,,412.71,,,6.1558,528.82,,22.591,107.95,8.045,13.395,1.1866,,3.064,103.83,0.105,,,11.01,8.4908,0.828,,,2.4317,3.7283,19.869,,2.037,,,94.04,5.2872,21.742,,29.556,107.78,9.2524,11.9313,1.2626,
2000-10-10,NOK,4.9176,,413.16,,,6.1508,530.41,,22.672,108.13,8.0575,13.447,1.1849,,3.07,103.92,0.105,,,11.04,8.5536,0.8246,,,2.4364,3.7295,19.74,,2.022,,,93.77,5.2781,21.564,,29.556,107.86,9.2392,11.9537,1.2585,
2000-10-11,NOK,4.9711,,412.77,,,6.1598,534.32,,22.789,108.39,8.073,13.527,1.1872,,3.071,104.15,0.105,,,11.04,8.5728,0.8255,,,2.4509,3.7671,19.71,,2.006,,,93.67,5.2931,21.545,,29.626,108.06,9.258,11.9825,1.2544,
2000-10-12,NOK,4.9435,,412.1,,,6.1854,532.85,,22.746,108.15,8.054,13.602,1.1945,,3.064,104.26,0.104,,,11.06,8.6602,0.8297,,,2.4548,3.7117,19.679,,1.999,,,93.95,5.3095,21.484,,29.745,108.17,9.3131,12.0418,1.2569,
2000-10-13,NOK,4.9544,,412.94,,,6.146,534.08,,22.725,108.07,8.047,13.713,1.1963,,3.06,104.41,0.106,,,11.06,8.6527,0.8265,,,2.4765,3.7306,19.443,,1.987,,,94.33,5.3151,21.386,,29.565,108.31,9.3277,12.0659,1.2434,
2000-10-16,NOK,4.9457,,411.35,,,6.2322,529.63,,22.652,107.56,8.009,13.611,1.2068,,3.042,104.25,0.106,,,11.06,8.6969,0.8342,,,2.4897,3.7315,19.546,,2.004,,,93.95,5.6681,21.745,,29.434,108.0,9.4102,12.0901,1.2493,
2000-10-17,NOK,4.9138,,412.96,,,6.22,531.48,,22.732,107.97,8.0375,13.604,1.2132,,3.059,104.58,0.106,,,11.08,8.7621,0.835,,,2.4839,3.7237,19.562,,2.025,,,94.51,5.3914,21.816,,29.28,108.4,9.4603,12.1406,1.2549,
2000-10-18,NOK,4.9229,,411.41,,,6.2183,533.38,,22.75,108.09,8.0465,13.701,1.2104,,3.059,104.65,0.107,,,11.08,8.7206,0.8301,,,2.5053,3.7347,19.608,,2.016,,,94.28,5.3701,21.513,,29.024,108.43,9.4387,12.1352,1.2348,
2000-10-19,NOK,4.9316,,411.46,,,6.2948,532.38,,23.106,107.58,8.007,13.744000000000002,1.2209,,3.049,104.58,0.107,,,11.07,8.8057,0.8365,,,2.4922,3.732,19.485,,2.027,,,94.14,5.4336,21.932,,29.4,108.34,9.5197,12.2095,1.2412,
2000-10-20,NOK,5.0059,,411.22,,,6.2659,531.54,,22.99,107.52,8.004,13.724,1.2145,,3.048,104.36,0.106,,,11.03,8.6943,0.8386,,,2.4949,3.8255,19.466,,2.024,,,93.78,5.3968,21.673,,29.364,108.1,9.4699,12.1434,1.2392,
2000-10-23,NOK,5.0301,,407.74,,,6.2635,528.94,,22.822,106.68,7.9415,13.787,1.2156,,3.024,103.98,0.106,,,11.02,8.7269,0.8323,,,2.4938,3.8087,19.398,,2.014,,,93.54,5.4016,21.553,,29.506,107.68,9.4801,12.1284,1.2459,
2000-10-24,NOK,5.0098,,408.33,,,6.2675,529.2,,22.742,106.74,7.9465,13.772,1.215,,3.026,104.18,0.107,,,10.98,8.7555,0.8338,,,2.5173,3.825,19.581,,2.028,,,94.03,5.4054,21.6,,29.529,107.84,9.4759,12.1299,1.2524,
2000-10-25,NOK,4.9731,,408.39,,,6.2844,529.2,,22.839,106.76,7.9460000000000015,13.769,1.2265,,3.025,104.35,0.108,,,10.98,8.8486,0.8405,,,2.5281,3.8193,19.383,,2.0380000000000003,,,93.92,5.4537,21.926,,29.81900000000001,107.97,9.5654,12.2182,1.2464,
2000-10-26,NOK,4.9659,,407.33,,,6.3462,525.38,,22.766,106.5,7.927,13.651,1.2316,,3.016,104.05,0.106,,,10.9,8.8768,0.8445,,,2.506,3.8328,18.875,,2.04,,,93.38,5.4722,21.942,,29.926,107.66,9.6062,12.2703,1.2486,
2000-10-27,NOK,4.9510000000000005,,407.28,,,6.2581,524.1,,22.75800000000001,106.49,7.9265,13.657,1.2209,,3.012,103.73,0.103,,,10.8,8.7557,0.8379,,,2.4613,3.8044,18.339,,2.021,,,93.54,5.4265,21.771,,29.463,107.51,9.5225,12.155,1.2453,
2000-10-30,NOK,4.9227,,407.49,,,6.107,520.71,,22.75800000000001,106.56,7.933,13.649,1.1991,,3.012,103.38,0.1,,,10.78,8.6032,0.8219,,,2.4618,3.7879,18.164,,2.007,,,93.44,5.3345,21.4,,28.902,107.21,9.3527,12.0877,1.2386,
2000-10-31,NOK,4.8077,,404.52,,,6.1096,517.65,,22.58,105.78,7.8735,13.554,1.1994,,2.991,102.68,0.098,,,10.74,8.5693,0.8213,,,2.4232,3.687,18.073,,2.005,,,92.8,5.3246,21.248,,28.925,106.54,9.3543,11.9673,1.2319,
2000-11-01,NOK,4.8201,,404.67,,,6.0412,515.51,,22.638,105.82,7.8765,13.323,1.1809,,2.9960000000000004,102.6,0.1,,,10.73,8.4849,0.994,,,2.4169,3.6662,18.023,,1.995,,,92.95,5.2721,21.061,,28.411,106.6,9.208,11.8362,1.2258,
2000-11-02,NOK,4.8471,,407.74,,,5.9871,519.33,,22.909,106.65,7.9395,13.33,1.1779,,3.016,102.64,0.1,,,10.78,8.4797,0.8088,,,2.4049,3.6748,17.987000000000005,,2.006,,,93.18,5.2705,21.023000000000003,,28.421,106.62,9.1829,11.8504,1.2263,
2000-11-03,NOK,4.8287,,409.35,,,5.9735,521.37,,23.002,107.06,7.977,13.265999999999998,1.1722,,3.022,102.87,0.1009999999999999,,,10.74,8.5197,0.8048,,,2.4224,3.6676,18.118,,2.03,,,93.4,5.2446,21.078000000000007,,28.333,106.85,9.1375,11.8259,1.2171,
2000-11-06,NOK,4.8566,,409.56,,,6.0054,523.01,,22.983,107.06,7.977,13.306,1.1803,,3.022,103.08,0.102,,,10.77,8.5904,0.812,,,2.4454,3.6879,19.397,,2.039,,,93.12,5.3141,21.232,,28.584,106.96,9.2039,11.9003,1.2242,
2000-11-07,NOK,4.8948,,409.89,,,6.0784,524.42,,23.004,107.04,7.9785,13.275,1.1914,,3.024,103.18,0.1,,,10.76,8.66,0.8168,,,2.4486,3.6903,18.93,,2.033,,,92.83,5.3447,21.262,,28.91800000000001,107.01,9.2914,11.9711,1.2182,
2000-11-08,NOK,4.9173,,409.16,,,6.0527,523.98,,22.981,106.82,7.9635,13.259,1.1931,,3.017,103.08,0.1009999999999999,,,10.7,8.6353,0.8205,,,2.449,3.7096,18.612,,2.0380000000000003,,,92.77,5.3572,21.342,,28.972,106.88,9.3042,11.9582,1.2143,
2000-11-09,NOK,4.8837,,407.9,,,6.0336,521.99,,22.908,106.49,7.939,13.194,1.1933,,3.007,102.8,0.1,,,10.67,8.6718,0.8208,,,2.4274,3.6991,18.522,,2.031,,,92.64,5.3454,21.354,,29.032,106.63,9.3061,11.9502,1.2066,
2000-11-10,NOK,4.8508,,410.99,,,5.955,525.18,,23.04300000000001,107.3,8.0,13.203,1.1827,,3.03,103.09,0.1009999999999999,,,10.66,8.5635,0.8123,,,2.439,3.6758,18.555,,2.022,,,93.05,5.2998,21.137,,28.807,106.98,9.224,11.884,1.2151,
2000-11-13,NOK,4.8196,,410.49,,,5.9897,525.07,,23.014,107.11,7.989,13.28,1.1884,,3.025,103.16,0.1009999999999999,,,10.64,8.607000000000001,0.8143,,,2.4599,3.6576,18.713,,2.019,,,92.71,5.3189,21.225,,28.796,106.97,9.268,11.9339,1.2147,
2000-11-14,NOK,4.863,,412.19,,,6.0648,528.0,,23.142,107.55,8.0225,13.382,1.1985,,3.039,103.62,0.1,,,10.71,8.6636,0.8217,,,2.4604,3.7141,18.83,,2.042,,,92.69,5.3591,21.399,,29.055,107.44,9.347,12.0279,1.2219,
2000-11-15,NOK,4.8659,,412.91,,,6.0352,527.74,,23.179,107.73,8.0365,13.325,1.1987,,3.05,103.69,0.1,,,10.71,8.621,0.823,,,2.461,3.7242,18.835,,2.0540000000000003,,,92.97,5.3562,21.399,,29.051,107.53,9.3491,12.0157,1.2184,
2000-11-16,NOK,4.8632,,411.79,,,6.0265,524.72,,23.112,107.42,8.0135,13.316,1.1991,,3.387,103.49,0.1,,,10.64,8.5899,0.8205,,,2.4678,3.7258,18.849,,2.044,,,92.64,5.3395,21.225,,29.02,107.27,9.3517,12.0014,1.2196,
2000-11-17,NOK,4.8796,,411.26,,,6.0231,525.03,,23.06,107.29,8.0035,13.341,1.2023,,3.031,103.42,0.1,,,10.64,8.6105,0.8204,,,2.4762,3.757,18.932,,2.052,,,92.31,5.3539,21.225,,29.068,107.17,9.3773,12.017,1.226,
2000-11-20,NOK,4.8301,,410.28,,,6.0444,522.3,,23.024,107.08,7.9865,13.411,1.2063,,3.025,103.46,0.1,,,10.63,8.6154,0.8146,,,2.4952,3.725,19.077,,2.057,,,92.35,5.3611,21.216,,29.0,107.14,9.4092,12.044,1.2133,
2000-11-21,NOK,4.8439,,412.79,,,6.0895,528.03,,23.182,107.68,8.0345,13.463,1.2156,,3.039,103.93,0.1,,,10.57,8.6133,0.8128,,,2.5004,3.7299,19.252,,2.081,,,92.37,5.3995,21.463,,29.282,107.61,9.4814,12.1107,1.2116,
2000-11-22,NOK,4.9326,,411.37,,,6.1311,526.74,,23.204,107.31,8.0085,13.439,1.2181,,3.031,103.8,0.102,,,10.58,8.6616,0.8076,,,2.5011,3.7862,19.436,,2.079,,,92.37,5.4192,21.839,,28.989,107.43,9.5011,12.1164,1.2134,
2000-11-23,NOK,4.9374,,411.39,,,6.1489,527.22,,23.329,107.37,8.009,13.348,1.2185,,3.029,103.72,0.1009999999999999,,,10.54,8.6211,0.7956,,,2.5026,3.7887,19.269,,2.071,,,92.54,5.4108,21.684,,28.857,107.33,9.504,12.0999,1.2141,
2000-11-24,NOK,4.974,,412.04,,,6.1533,527.59,,23.399,107.54,8.022,13.383,1.2192,,3.033,103.8,0.1009999999999999,,,10.73,8.5541,0.7998,,,2.5093,3.8122,19.499,,2.083,,,92.33,5.4038,21.708,,28.923,107.39,9.5092,12.0913,1.2168,
2000-11-27,NOK,4.9598,,411.74,,,6.1968,528.97,,23.388,107.48,8.015,13.434,1.2225,,3.03,103.71,0.099,,,10.81,8.5777,0.8026,,,2.4653,3.8076,19.0,,2.1,,,92.22,5.4269,21.907,,29.025,107.43,9.5349,12.1037,1.2199,
2000-11-28,NOK,4.9421,,411.84,,,6.1237,529.38,,23.265,107.51,8.019,13.323,1.2009,,3.028,103.26,0.098,,,10.65,8.4821,0.7895,,,2.4427,3.8324,18.806,,2.084,,,92.16,5.3311,21.386,,28.558000000000003,107.08,9.3669,11.9547,1.209,
2000-11-29,NOK,4.869,,412.33,,,6.0475,530.46,,23.214,107.64,8.027999999999999,13.228,1.1899,,3.03,103.1,0.098,,,10.61,8.4496,0.7718,,,2.4403,3.7619,18.733,,2.069,,,92.46,5.2913,21.18,,28.09800000000001,106.95,9.2809,11.9009,1.1975,
2000-11-30,NOK,4.8653,,413.39,,,6.0206,533.45,,23.254,107.99,8.0525,13.140999999999998,1.1889,,3.04,103.07,0.0969999999999999,,,10.62,8.3498,0.7629,,,2.4348,3.7651,18.691,,2.076,,,92.4,5.2824,21.166,,28.074,106.93,9.2728,11.8905,1.2008,
2000-12-01,NOK,4.9574,,414.56,,,6.0486,534.0,,23.32800000000001,108.39,8.0815,13.259,1.1862,,3.05,103.27,0.096,,,10.63,8.2675,0.7653,,,2.3952,3.8386,18.405,,2.071,,,93.08,5.2824,21.121,,27.994,107.34,9.2519,11.8811,1.2055,
2000-12-04,NOK,4.9618,,415.77,,,5.869,534.58,,23.209,108.76,8.1075,13.211,1.1669,,3.057,103.32,0.0969999999999999,,,10.57,8.2226,0.7475,,,2.4209,3.8543,18.62,,2.047,,,93.95,5.2185,20.827,,27.58,107.42,9.1014,11.7557,1.1945,
2000-12-05,NOK,4.9751,,415.46,,,5.9703,536.83,,23.213,108.73,8.1035,13.282,1.1793,,3.056,103.64,0.096,,,10.6,8.3096,0.7649,,,2.4044,3.8769,18.457,,2.074,,,94.44,5.2733,21.007,,27.873,107.8,9.1981,11.8646,1.2045,
2000-12-06,NOK,4.9842,,413.23,,,5.9214,533.57,,23.135,108.2,8.0655,13.11,1.1716,,3.043,103.05,0.095,,,10.51,8.2503,0.7617,,,2.3881,3.8885,18.148,,2.071,,,94.16,5.2418,20.94,,27.665,107.2,9.1363,11.7792,1.1998,
2000-12-07,NOK,4.984,,415.68,,,5.9464,535.57,,23.206,108.84,8.115,13.106,1.1637,,3.06,103.25,0.095,,,10.51,8.2053,0.7574,,,2.4,3.8934,18.239,,2.069,,,94.06,5.2351,20.86,,27.472,107.41,9.0741,11.747,1.1976,
2000-12-08,NOK,4.9813,,415.62,,,5.9726,536.22,,23.242,108.83,8.112,13.238,1.1697,,3.0580000000000003,103.49,0.096,,,10.52,8.2147,0.7664,,,2.4184,3.8949,18.398,,2.072,,,94.1,5.2471,20.962,,27.636,107.61,9.1197,11.7874,1.1976,
2000-12-11,NOK,4.9791,,414.54,,,6.0499,536.11,,23.222,108.52,8.0905,13.375,1.1787,,3.049,103.74,0.099,,,10.54,8.2954,0.7768,,,2.4189,3.8908,18.42,,2.088,,,94.61,5.2997,21.152,,27.826,107.88,9.1896,11.8591,1.195,
2000-12-12,NOK,4.9827,,413.74,,,6.0194,536.7,,23.231,108.29,8.072000000000001,13.311,1.1788,,3.043,103.67,0.098,,,10.56,8.246,0.7721,,,2.4393,3.8986,18.631,,2.095,,,94.96,5.2952,21.13,,27.845,107.73,9.1915,11.8385,1.1885,
2000-12-13,NOK,5.0077,,416.03,,,6.062,539.27,,23.354,108.76,8.1085,13.425,1.1884,,3.0610000000000004,103.98,0.0969999999999999,,,10.61,8.2403,0.7778,,,2.4112,3.9032,18.362,,2.105,,,94.79,5.3233,21.259,,27.995,108.14,9.269,11.9014,1.1907,
2000-12-14,NOK,4.9745,,415.55,,,6.0425,538.79,,23.297,108.83,8.1115,13.452,1.1766,,3.064,103.68,0.096,,,10.55,8.1482,0.7632,,,2.3847,3.8792,18.139,,2.101,,,94.59,5.2809,21.09,,27.706,107.95,9.1624,11.8134,1.1895,
2000-12-15,NOK,4.9456,,416.69,,,5.9765,539.57,,23.487,109.18,8.14,13.371,1.1616,,3.077,103.58,0.096,,,10.5,8.065,0.7504,,,2.3718,3.8843,18.06,,2.095,,,94.85,5.2233,20.853,,27.415,107.93,9.0606,11.731,1.1738,
2000-12-18,NOK,4.8943,,413.47,,,5.9060000000000015,536.7,,23.339,108.33,8.08,13.303,1.1554,,3.054,102.91,0.0969999999999999,,,10.45,8.0366,0.7479,,,2.3971,3.8568,18.215,,2.096,,,93.51,5.1881,20.789,,27.245,107.07,9.0118,11.6578,1.178,
2000-12-19,NOK,4.9232,,414.82,,,5.9678,538.27,,23.363000000000003,108.71,8.1085,13.354,1.1677,,3.0660000000000003,103.17,0.0969999999999999,,,10.5,8.1117,0.7536,,,2.3639,3.8998,17.963,,2.119,,,93.22,5.2448,21.188,,27.524,107.42,9.1076,11.7603,1.1817,
